[BOOT] 2024-02-08T12:13:55Z CrowdSense System Init... OK
[DATA] 2024-02-08T12:13:55Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-69 | FC:0x4000 | SEQ:0001 | MAC:1e:89:b6:1d:c5:a8 | SSID:L Bello_8361
[DATA] 2024-02-12T20:02:19Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-84 | FC:0x4000 | SEQ:0857 | MAC:c6:15:53:f2:51:18 | SSID:
[DATA] 2024-02-12T20:02:19Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-64 | FC:0x4000 | SEQ:0858 | MAC:c6:15:53:f2:51:18 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:38Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-82 | FC:0x4000 | SEQ:0111 | MAC:32:c7:ac:bb:0b:33 | SSID:
[DATA] 2024-02-12T20:02:38Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-61 | FC:0x4000 | SEQ:0112 | MAC:32:c7:ac:bb:0b:33 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:38Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-51 | FC:0x4000 | SEQ:0113 | MAC:32:c7:ac:bb:0b:33 | SSID:
[DATA] 2024-02-12T20:02:38Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-48 | FC:0x4000 | SEQ:0113 | MAC:32:c7:ac:bb:0b:33 | SSID:
[DATA] 2024-02-12T20:02:38Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-49 | FC:0x4000 | SEQ:0114 | MAC:32:c7:ac:bb:0b:33 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:38Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-74 | FC:0x4000 | SEQ:0125 | MAC:32:c7:ac:bb:0b:33 | SSID:
[DATA] 2024-02-12T20:02:38Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-61 | FC:0x4000 | SEQ:0126 | MAC:32:c7:ac:bb:0b:33 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:38Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-61 | FC:0x4000 | SEQ:0129 | MAC:32:c7:ac:bb:0b:33 | SSID:
[DATA] 2024-02-12T20:02:38Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-87 | FC:0x4000 | SEQ:0130 | MAC:32:c7:ac:bb:0b:33 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:38Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-77 | FC:0x4000 | SEQ:0131 | MAC:32:c7:ac:bb:0b:33 | SSID:
[DATA] 2024-02-12T20:02:38Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-89 | FC:0x4000 | SEQ:0132 | MAC:32:c7:ac:bb:0b:33 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:38Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-62 | FC:0x4000 | SEQ:0133 | MAC:32:c7:ac:bb:0b:33 | SSID:
[DATA] 2024-02-12T20:02:38Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-48 | FC:0x4000 | SEQ:0134 | MAC:32:c7:ac:bb:0b:33 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:38Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-69 | FC:0x4000 | SEQ:0137 | MAC:32:c7:ac:bb:0b:33 | SSID:
[DATA] 2024-02-12T20:02:38Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-69 | FC:0x4000 | SEQ:0138 | MAC:32:c7:ac:bb:0b:33 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:38Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-60 | FC:0x4000 | SEQ:0141 | MAC:32:c7:ac:bb:0b:33 | SSID:
[DATA] 2024-02-12T20:02:38Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-78 | FC:0x4000 | SEQ:0142 | MAC:32:c7:ac:bb:0b:33 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:39Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-66 | FC:0x4000 | SEQ:0145 | MAC:32:c7:ac:bb:0b:33 | SSID:
[DATA] 2024-02-12T20:02:39Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-59 | FC:0x4000 | SEQ:0146 | MAC:32:c7:ac:bb:0b:33 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:39Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-71 | FC:0x4000 | SEQ:0146 | MAC:32:c7:ac:bb:0b:33 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:39Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-66 | FC:0x4000 | SEQ:0149 | MAC:32:c7:ac:bb:0b:33 | SSID:
[DATA] 2024-02-12T20:02:39Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-92 | FC:0x4000 | SEQ:0150 | MAC:32:c7:ac:bb:0b:33 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:39Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-64 | FC:0x4000 | SEQ:0150 | MAC:32:c7:ac:bb:0b:33 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:39Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-65 | FC:0x4000 | SEQ:0151 | MAC:32:c7:ac:bb:0b:33 | SSID:
[DATA] 2024-02-12T20:02:39Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-86 | FC:0x4000 | SEQ:0152 | MAC:32:c7:ac:bb:0b:33 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:39Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-59 | FC:0x4000 | SEQ:0153 | MAC:32:c7:ac:bb:0b:33 | SSID:
[DATA] 2024-02-12T20:02:39Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-62 | FC:0x4000 | SEQ:0153 | MAC:32:c7:ac:bb:0b:33 | SSID:
[DATA] 2024-02-12T20:02:39Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-37 | FC:0x4000 | SEQ:0154 | MAC:32:c7:ac:bb:0b:33 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:39Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-71 | FC:0x4000 | SEQ:0154 | MAC:32:c7:ac:bb:0b:33 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:39Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-58 | FC:0x4000 | SEQ:0157 | MAC:32:c7:ac:bb:0b:33 | SSID:
[DATA] 2024-02-12T20:02:39Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-53 | FC:0x4000 | SEQ:0158 | MAC:32:c7:ac:bb:0b:33 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:39Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-45 | FC:0x4000 | SEQ:0161 | MAC:32:c7:ac:bb:0b:33 | SSID:
[DEBUG] 2024-02-12T20:02:39Z Sensor overheat (65C)
[DATA] 2024-02-12T20:02:39Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-40 | FC:0x4000 | SEQ:0162 | MAC:32:c7:ac:bb:0b:33 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:58Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-40 | FC:0x4000 | SEQ:0853 | MAC:be:40:c8:36:ba:95 | SSID:
[DATA] 2024-02-12T20:02:58Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-85 | FC:0x4000 | SEQ:0854 | MAC:be:40:c8:36:ba:95 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:58Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-94 | FC:0x4000 | SEQ:0855 | MAC:be:40:c8:36:ba:95 | SSID:
[DATA] 2024-02-12T20:02:58Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-54 | FC:0x4000 | SEQ:0855 | MAC:be:40:c8:36:ba:95 | SSID:
[DATA] 2024-02-12T20:02:58Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-69 | FC:0x4000 | SEQ:0856 | MAC:be:40:c8:36:ba:95 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:58Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-35 | FC:0x4000 | SEQ:0859 | MAC:be:40:c8:36:ba:95 | SSID:
[DATA] 2024-02-12T20:02:58Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-37 | FC:0x4000 | SEQ:0868 | MAC:be:40:c8:36:ba:95 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:58Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-85 | FC:0x4000 | SEQ:0871 | MAC:be:40:c8:36:ba:95 | SSID:
[DATA] 2024-02-12T20:02:58Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-36 | FC:0x4000 | SEQ:0872 | MAC:be:40:c8:36:ba:95 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:58Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-84 | FC:0x4000 | SEQ:0873 | MAC:be:40:c8:36:ba:95 | SSID:
[DATA] 2024-02-12T20:02:58Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-62 | FC:0x4000 | SEQ:0874 | MAC:be:40:c8:36:ba:95 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:58Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-70 | FC:0x4000 | SEQ:0875 | MAC:be:40:c8:36:ba:95 | SSID:
[DATA] 2024-02-12T20:02:58Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-59 | FC:0x4000 | SEQ:0876 | MAC:be:40:c8:36:ba:95 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:58Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-35 | FC:0x4000 | SEQ:0879 | MAC:be:40:c8:36:ba:95 | SSID:
[DATA] 2024-02-12T20:02:58Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-56 | FC:0x4000 | SEQ:0880 | MAC:be:40:c8:36:ba:95 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:58Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-82 | FC:0x4000 | SEQ:0883 | MAC:be:40:c8:36:ba:95 | SSID:
[DATA] 2024-02-12T20:02:58Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-65 | FC:0x4000 | SEQ:0884 | MAC:be:40:c8:36:ba:95 | SSID:TIM-20430203
[WARN] 2024-02-12T20:02:58Z Sensor overheat (65C)
[DATA] 2024-02-12T20:02:59Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-38 | FC:0x4000 | SEQ:0887 | MAC:be:40:c8:36:ba:95 | SSID:
[DATA] 2024-02-12T20:02:59Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-92 | FC:0x4000 | SEQ:0888 | MAC:be:40:c8:36:ba:95 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:59Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-65 | FC:0x4000 | SEQ:0891 | MAC:be:40:c8:36:ba:95 | SSID:
[DATA] 2024-02-12T20:02:59Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-59 | FC:0x4000 | SEQ:0892 | MAC:be:40:c8:36:ba:95 | SSID:TIM-20430203
[WARN] 2024-02-12T20:02:59Z Packet dropped (queue full)
[DATA] 2024-02-12T20:02:59Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-63 | FC:0x4000 | SEQ:0893 | MAC:be:40:c8:36:ba:95 | SSID:
[DATA] 2024-02-12T20:02:59Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-51 | FC:0x4000 | SEQ:0894 | MAC:be:40:c8:36:ba:95 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:59Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-81 | FC:0x4000 | SEQ:0895 | MAC:be:40:c8:36:ba:95 | SSID:
[DATA] 2024-02-12T20:02:59Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-84 | FC:0x4000 | SEQ:0895 | MAC:be:40:c8:36:ba:95 | SSID:
[DATA] 2024-02-12T20:02:59Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-87 | FC:0x4000 | SEQ:0896 | MAC:be:40:c8:36:ba:95 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:59Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-56 | FC:0x4000 | SEQ:0896 | MAC:be:40:c8:36:ba:95 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:59Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-50 | FC:0x4000 | SEQ:0899 | MAC:be:40:c8:36:ba:95 | SSID:
[DATA] 2024-02-12T20:02:59Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-55 | FC:0x4000 | SEQ:0900 | MAC:be:40:c8:36:ba:95 | SSID:TIM-20430203
[DATA] 2024-02-12T20:02:59Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-74 | FC:0x4000 | SEQ:0903 | MAC:be:40:c8:36:ba:95 | SSID:
[DATA] 2024-02-12T20:02:59Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-48 | FC:0x4000 | SEQ:0904 | MAC:be:40:c8:36:ba:95 | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:18Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-59 | FC:0x4000 | SEQ:0597 | MAC:b2:55:f1:13:6e:04 | SSID:
[DEBUG] 2024-02-12T20:03:18Z Packet dropped (queue full)
[DATA] 2024-02-12T20:03:18Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-58 | FC:0x4000 | SEQ:0598 | MAC:b2:55:f1:13:6e:04 | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:18Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-60 | FC:0x4000 | SEQ:0599 | MAC:b2:55:f1:13:6e:04 | SSID:
[DATA] 2024-02-12T20:03:18Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-60 | FC:0x4000 | SEQ:0600 | MAC:b2:55:f1:13:6e:04 | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:18Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-61 | FC:0x4000 | SEQ:0612 | MAC:b2:55:f1:13:6e:04 | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:18Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-69 | FC:0x4000 | SEQ:0615 | MAC:b2:55:f1:13:6e:04 | SSID:
[DATA] 2024-02-12T20:03:18Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-94 | FC:0x4000 | SEQ:0616 | MAC:b2:55:f1:13:6e:04 | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:18Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-88 | FC:0x4000 | SEQ:0617 | MAC:b2:55:f1:13:6e:04 | SSID:
[DATA] 2024-02-12T20:03:18Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-70 | FC:0x4000 | SEQ:0618 | MAC:b2:55:f1:13:6e:04 | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:18Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-69 | FC:0x4000 | SEQ:0619 | MAC:b2:55:f1:13:6e:04 | SSID:
[DATA] 2024-02-12T20:03:18Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-35 | FC:0x4000 | SEQ:0620 | MAC:b2:55:f1:13:6e:04 | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:18Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-64 | FC:0x4000 | SEQ:0623 | MAC:b2:55:f1:13:6e:04 | SSID:
[DATA] 2024-02-12T20:03:18Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-79 | FC:0x4000 | SEQ:0624 | MAC:b2:55:f1:13:6e:04 | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:19Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-43 | FC:0x4000 | SEQ:0627 | MAC:b2:55:f1:13:6e:04 | SSID:
[DATA] 2024-02-12T20:03:19Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-82 | FC:0x4000 | SEQ:0628 | MAC:b2:55:f1:13:6e:04 | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:19Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-56 | FC:0x4000 | SEQ:0631 | MAC:b2:55:f1:13:6e:04 | SSID:
[ERROR] 2024-02-12T20:03:19Z Sensor overheat (65C)
[DATA] 2024-02-12T20:03:19Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-83 | FC:0x4000 | SEQ:0632 | MAC:b2:55:f1:13:6e:04 | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:19Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-93 | FC:0x4000 | SEQ:0635 | MAC:b2:55:f1:13:6e:04 | SSID:
[DATA] 2024-02-12T20:03:19Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-56 | FC:0x4000 | SEQ:0636 | MAC:b2:55:f1:13:6e:04 | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:19Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-79 | FC:0x4000 | SEQ:0637 | MAC:b2:55:f1:13:6e:04 | SSID:
[DATA] 2024-02-12T20:03:19Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-52 | FC:0x4000 | SEQ:0638 | MAC:b2:55:f1:13:6e:04 | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:19Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-83 | FC:0x4000 | SEQ:0639 | MAC:b2:55:f1:13:6e:04 | SSID:
[DATA] 2024-02-12T20:03:19Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-51 | FC:0x4000 | SEQ:0640 | MAC:b2:55:f1:13:6e:04 | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:19Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-41 | FC:0x4000 | SEQ:0643 | MAC:b2:55:f1:13:6e:04 | SSID:
[DATA] 2024-02-12T20:03:19Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-54 | FC:0x4000 | SEQ:0644 | MAC:b2:55:f1:13:6e:04 | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:19Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-88 | FC:0x4000 | SEQ:0647 | MAC:b2:55:f1:13:6e:04 | SSID:
[DATA] 2024-02-12T20:03:19Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-55 | FC:0x4000 | SEQ:0648 | MAC:b2:55:f1:13:6e:04 | SSID:TIM-20430203
[DEBUG] 2024-02-12T20:03:19Z Buffer utilization > 80%
[DATA] 2024-02-12T20:03:38Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-52 | FC:0x4000 | SEQ:1976 | MAC:ce:09:b4:20:99:aa | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:38Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-38 | FC:0x4000 | SEQ:1977 | MAC:ce:09:b4:20:99:aa | SSID:
[DATA] 2024-02-12T20:03:38Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-61 | FC:0x4000 | SEQ:1978 | MAC:ce:09:b4:20:99:aa | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:38Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-63 | FC:0x4000 | SEQ:1989 | MAC:ce:09:b4:20:99:aa | SSID:
[DATA] 2024-02-12T20:03:38Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-84 | FC:0x4000 | SEQ:1990 | MAC:ce:09:b4:20:99:aa | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:38Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-42 | FC:0x4000 | SEQ:1993 | MAC:ce:09:b4:20:99:aa | SSID:
[DATA] 2024-02-12T20:03:38Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-65 | FC:0x4000 | SEQ:1994 | MAC:ce:09:b4:20:99:aa | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:38Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-38 | FC:0x4000 | SEQ:1995 | MAC:ce:09:b4:20:99:aa | SSID:
[DATA] 2024-02-12T20:03:38Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-62 | FC:0x4000 | SEQ:1996 | MAC:ce:09:b4:20:99:aa | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:38Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-41 | FC:0x4000 | SEQ:1997 | MAC:ce:09:b4:20:99:aa | SSID:
[DATA] 2024-02-12T20:03:38Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-58 | FC:0x4000 | SEQ:1998 | MAC:ce:09:b4:20:99:aa | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:38Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-35 | FC:0x4000 | SEQ:2001 | MAC:ce:09:b4:20:99:aa | SSID:
[DEBUG] 2024-02-12T20:03:38Z Buffer utilization > 80%
[DATA] 2024-02-12T20:03:38Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-66 | FC:0x4000 | SEQ:2002 | MAC:ce:09:b4:20:99:aa | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:39Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-91 | FC:0x4000 | SEQ:2005 | MAC:ce:09:b4:20:99:aa | SSID:
[DATA] 2024-02-12T20:03:39Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-46 | FC:0x4000 | SEQ:2006 | MAC:ce:09:b4:20:99:aa | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:39Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-43 | FC:0x4000 | SEQ:2009 | MAC:ce:09:b4:20:99:aa | SSID:
[WARN] 2024-02-12T20:03:39Z Memory Dump: 0xFE 0x0A...
[DATA] 2024-02-12T20:03:39Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-91 | FC:0x4000 | SEQ:2009 | MAC:ce:09:b4:20:99:aa | SSID:
[DATA] 2024-02-12T20:03:39Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-86 | FC:0x4000 | SEQ:2010 | MAC:ce:09:b4:20:99:aa | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:39Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-82 | FC:0x4000 | SEQ:2013 | MAC:ce:09:b4:20:99:aa | SSID:
[DATA] 2024-02-12T20:03:39Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-71 | FC:0x4000 | SEQ:2014 | MAC:ce:09:b4:20:99:aa | SSID:TIM-20430203
[WARN] 2024-02-12T20:03:39Z Garbage collection started
[DATA] 2024-02-12T20:03:39Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-68 | FC:0x4000 | SEQ:2015 | MAC:ce:09:b4:20:99:aa | SSID:
[DATA] 2024-02-12T20:03:39Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-90 | FC:0x4000 | SEQ:2016 | MAC:ce:09:b4:20:99:aa | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:39Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-65 | FC:0x4000 | SEQ:2017 | MAC:ce:09:b4:20:99:aa | SSID:
[DATA] 2024-02-12T20:03:39Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-70 | FC:0x4000 | SEQ:2018 | MAC:ce:09:b4:20:99:aa | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:39Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-64 | FC:0x4000 | SEQ:2021 | MAC:ce:09:b4:20:99:aa | SSID:
[DATA] 2024-02-12T20:03:39Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-56 | FC:0x4000 | SEQ:2022 | MAC:ce:09:b4:20:99:aa | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:39Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-35 | FC:0x4000 | SEQ:2025 | MAC:ce:09:b4:20:99:aa | SSID:
[DATA] 2024-02-12T20:03:39Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-88 | FC:0x4000 | SEQ:2026 | MAC:ce:09:b4:20:99:aa | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:58Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-50 | FC:0x4000 | SEQ:0822 | MAC:6a:a4:52:39:5f:cd | SSID:
[DATA] 2024-02-12T20:03:58Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-49 | FC:0x4000 | SEQ:0823 | MAC:6a:a4:52:39:5f:cd | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:58Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-38 | FC:0x4000 | SEQ:0825 | MAC:6a:a4:52:39:5f:cd | SSID:TIM-20430203
[WARN] 2024-02-12T20:03:58Z Packet dropped (queue full)
[DATA] 2024-02-12T20:03:58Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-49 | FC:0x4000 | SEQ:0825 | MAC:6a:a4:52:39:5f:cd | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:58Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-79 | FC:0x4000 | SEQ:0836 | MAC:6a:a4:52:39:5f:cd | SSID:
[DATA] 2024-02-12T20:03:58Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-42 | FC:0x4000 | SEQ:0837 | MAC:6a:a4:52:39:5f:cd | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:58Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-66 | FC:0x4000 | SEQ:0840 | MAC:6a:a4:52:39:5f:cd | SSID:
[DATA] 2024-02-12T20:03:58Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-79 | FC:0x4000 | SEQ:0841 | MAC:6a:a4:52:39:5f:cd | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:58Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-44 | FC:0x4000 | SEQ:0842 | MAC:6a:a4:52:39:5f:cd | SSID:
[DATA] 2024-02-12T20:03:58Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-52 | FC:0x4000 | SEQ:0843 | MAC:6a:a4:52:39:5f:cd | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:58Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-55 | FC:0x4000 | SEQ:0844 | MAC:6a:a4:52:39:5f:cd | SSID:
[DATA] 2024-02-12T20:03:58Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-66 | FC:0x4000 | SEQ:0845 | MAC:6a:a4:52:39:5f:cd | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:58Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-81 | FC:0x4000 | SEQ:0848 | MAC:6a:a4:52:39:5f:cd | SSID:
[DATA] 2024-02-12T20:03:58Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-60 | FC:0x4000 | SEQ:0849 | MAC:6a:a4:52:39:5f:cd | SSID:TIM-20430203
[DATA] 2024-02-12T20:03:58Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-44 | FC:0x4000 | SEQ:0852 | MAC:6a:a4:52:39:5f:cd | SSID:
[DATA] 2024-02-12T20:03:58Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-46 | FC:0x4000 | SEQ:0853 | MAC:6a:a4:52:39:5f:cd | SSID:TIM-20430203
